Saal (m); سالُن
Stimmenthaltung; اِمتِناع از دادَن ِ رأى، رأى ِ مُمتَنَع
Stimmenverlust; باختَن ِ آراء
Stimmenzahl; تِعداد ِ آراء
- höchste Stimmenzahl; بیشتَرین رأى
Stimmgabel; دیاپازُن
stimmhaft (Laut); مُصَوَت، صوتى
stimmlos; غِیر ِ صوتى
Stimmrecht; حَق ِ رأى
Stimmung; جَو
- die gute Stimmung macht mir Spass; از خوش گُذَرانى ِ اینجا لِذَت مى بَرَم
Stimmungen; اِحساسات
- die Stadt zeigt s. in bester Feststimmung; شَهر حال و هَوای ِ روزهای ِ عِید را دارَد
Stimmungsmache; نُفوذ، تَبلیغات، تأثیر
- stimmungsmachende Propaganda; تَبلیغات ِ خو سازى
Stimmzettel; وَرَقه رأى
Stimulans; مُحَرِک، اَنگیزه، مُهَيِج
stimulieren; تَحریک کَردَن
- sexuell stimuliert werden; بود بود می شَوَد
Stimulierung; اَنگیزِش، تَحریک
stinken; مُتَعَفِن بودَن، بوى ِ بَد دادَن
- es stinkt wie im Schweinestall; بوی ِ سَگدونی می دَهَد
stinkend; بویناک
Stipendium; شَهریه، مَدَد ِ مالى
Stirn; پیشانه، جَبین
- Stirn runzeln;  .سِه گِره دَرهَم کِشیدَن، اَخمهارا تو هَم کَردَن، روى ِ خودرا تُرش ک
- du brauchst nicht die Stirn zu runzeln; اَخم نَکُن
Stirnband; عِصابه، پیشانه بَند
Stirnfalten (zwischen den Augenbrauen); سِگَرمه
stirnrunzeln; اَخم را دَر هَم کَردَن
Stirnwand; دیوار ِ مُقابِل
stöbern;
- nach Herzenslust stöbern; هَر چه مى خواهَد بِجويَد
Stochastik; اِتِفاق
- stochastischer Prozess; پروسهٔ اِتِفاقى
stochern;
- er stochert mit Holz im Feuer herum; يِک تیکه هیزُم را توى ِ آتَش زیر و رو مى کُنَد، ـ پَس و پیش مى زَنَد
- im Schloss herumstochern; با قُفل کَند و کو کَردَن
Stock;
- im 2. Stock; دَر طَبَقهٔ دُوُم
- Stock; عَصا
- Holzstock; عًصای ِ چوبی
- Zeigestock; چوب ِ اَلِف
Stöckelschuhe; پاشنه نَخواب، کَفش ِ پاشنه دار
stocken; مَکس کَردَن
- stockend sprechen; بُریده بُریده حَرف زَدَن
stockfinster;
- es ist stockfinster; چِشم چِشم را نِمى بینَد
Stockflecken; لَکهٔ کَپَک
stockig;
- die Milch ist stockig; شیر کَپَک زَده است
Stockschlag;
- jem. Stockschläge auf die Hand geben; کَف ِ دَست ِ کِسى را تَرکه زَدَن
Stockung; راه بَندان، ـ ِ مَسدود، تَوَقُف
Stockwerk; طَبَقه
Stoff; پارچه
- Stoff, Materie; ماده
- eine Art Kleiderstoff; ماهوت
- Stoff aus Ziegenwolle; بَرَک
Stofffetzen; جُل، تِکه، پارچه
Stoffwechsel; تَجزیه و تَرکیب ِ مَواد، سوخت و ساز
stöhnen; آه و ناله کَردَن، آه کِشیدَن
- stöhnend, nach Luft schnappend; هِن هِن کُنان
Stoiker; (pl.)  (رَواقى (رَواقیون
stoisch; رَواقى
Stollen; تونِل
- Gebirgsstollen; نَقب ِ کوه
stolpern;  .پیل پیلى رَفتَن، پا لیز خوردَن، سِکَندَرى خ
- Stolperschnur für jem. legen; زِه کِسى را کِشیدَن
Stolperstein;
- Stolpersteine für das weitere Vorgehen; چالِشهای ِ پیش رَوی
stolz; بَر اَفراشته، مَغرور
- ich bin stolz darauf; به این مُباهات مى کُنَم، من اِفتِخار مى کُنَم، از اینکه مُفتَخِرَم
- er ist stolz wie ein Gockel; از دَماغ ِ فیل اُفتاده است
Stolz (m); باد و دَم، باد ِ سَر، غُرور
- sein Stolz wurde verletzt; به غُرور ِ او لَطمه وادار شُد
- mit Stolz; با تَبَختُر
- mit ganzem Stolz; با تَبَختُر ِ تام
- mit Stolz geschwellter Brust; آدم عَصا قورت داده، باد اَنداخه زیر ِ بَغَل
- er ist der Stolz der Familie; او مایهٔ فَخر و مُباهات ِ خانِواده است
stolzieren; خَرامیدَن
Stoma; روزَنه دَر گیاهان
Stop; تَوَقُف
- Stop! (bei Tieren);  !چُش
stopfen; چَپاندَن
- in die Tasche stopfen; توى ِ کیف چَپاندَن
- stopfen, flicken; رُفوگَری کَردَن
- gestopfte Kleidung; لباس مُرَقَع
Stopfen (m); دَر
- Stopfen, Flicken; رُفوگَری
Stoppeln; کُلَش
- Bartstoppeln; تَه ِ ریش
- Getreidestoppeln; خاشاک
stoppen; تَوَقُف کَردَن، موقوف ک.، نِگَه داشتَن
- den Durchfluss stoppen; عُبوررا گیر کَردَن
- er stoppte; او تَوَقُف کَرد، او به عَقَب لَنگَر داد
Stoppschild; تابلوى ِ ایست
Stoppuhr; ساعَت ِ اِستُپ
Stör; سَگ ماهى
Storch; لَک لَک
Stores; پَرده
- blumiger Store; پَردهٔ تور ِ گُلدار
stören; کِسى را ایذاء کَردَن، ـ مُخَل ک.، ـ زَحمَت دادَن
- den Genuss von jem. stören; لِذَت ِ کِسى را مَخدوش کَردَن
- ich hoffe, ich störe Sie nicht; اُمیدوارَم که مُزاحِم ِ شُما نیستَم
- ich wollte dich nicht stören; خیال ِ آزارِت را نَداشتَم
- ich störe zu einem ungünstigen Zeitpunkt; بَد موقع مُزاحِم شُدَم
- er stört uns ständig; هَمیشه حال ِ مارا مى گیرَد، او موى ِ دَماغ ِ ما مى شَوَد
störend; مُخِل
- hindern & störend; مانِع و رادِع
- dass, was s. störend zwischen uns stellte; چیزى که بِین ِ ما حائِل شُده است
- die störenden Tonnen liessen es nicht zu; تُنهاى ِ حائِل نِمى گُذاشت
Störenfried; تَحریک کُنَنده
- Störenfriede der Klasse; شُلوغهاى ِ کلاس
Störquelle; مَنبَع ِ اِغتِشاشات ِ صوتى
störrisch; چَموش بودَن، جُفتَک اَنداختَن
- störrisch, eigensinnig; کَله شَق، يِکدَنده
- störrisch sein; لَج کَردَن
Störsender; فِرِستَندهٔ پارازیت
Störung; اِختِلال
- Störung (beim Radio); پارازیت، ایراد
- Störung der öffentlichen Ordnung; اِختِلال ِ نَظم ِ عُمومى
- eine Störung tritt ein; وَقفه پیش مى آيَد
- das Telefon verursacht eine Störung (Unterbrechung der Leitung); تِلِفُن مُزاحِم دارَد
- ohne Störung; دور از بِگیر و بِبَند و جار و جَنجال
- Geistesstörung; خَبط ِ دَماغ، اِختِلال ِ روحى
- die Zeit war nicht frei von Störungen; این وَقت خالى از مُزاحِمَت نِمى شُد
störungsfrei; بِدون ِ پارازیت، ـ اِغتِشاشات
Stoss; ضَربه
- Genickstoss versetzen; قَفا زَدَن
Stossdämpfer; ضَربه گیر
Stössel; کوبه، دَستهٔ هاوَن
stossen;
- jem. stossen;  .به کِسى پُشت ِ پا زَدَن، ضَربه ز
- s. stossen; تَصادُم کَردَن، به چیزى خوردَن
- auf etwas stossen; به چیزى بَرخوردَن، چیزى را پِیدا کَردَن
- stossende Kuh; گاو ِ شاخ زَن
Stossseufzer; تِلِنگ دَر رَفتَن
Stossstange; سِپَر ِ ماشین
stossweise; موج دار
Stosszahn; يَشک، دَندان ِ ناب
stottern; لُکنَت خوردَن، با لُکنَت حَرف زَدَن، کُند زَبان، گِرِفتَن ِ زَبان
- er stottert; زَبانَش گِرِفته است
- er stotterte s. was zurecht;  ِ از این زَبان بَسته هارا لوله کرد توى
Stottern; تِته پِته، لِکنَت ِ زَبان
- ins Stottern kommen;  به تِته پِته اُفتادَن
stotternd; تِته تِپه کُنان
- stotternd sagte ich ...; تِته تِپه کَردَم و گُفتَم
- Strafantrag; تَقاضای ِ مُجازات
- Strafantrag stellen; تَقاضای ِ مُجازات کَردَن
Strafaussetzung; تَعطیل ِ مُجازات
- bedingte Strafaussetzung; کِیفَر ِ تَعلیقى
strafbar; مُجرِم، سَزاوار ِ مُجازات
- er macht s. strafbar; او مُرتَکِب جُرم میشود
Strafbefehl; حُکم ِ مُجازات
Strafe; سَزا، نَسَق، تأدیب، مُجازات، کِیفَر، جَزا، تَنبیه، تَعزیر
- bis zum letzten Pfennig die Strafe bezahlen; تا ریال ِ آخَر جَریمه را پَرداختَن
- Strafe für andere erleiden; چوب ِ کِسی را خوردَن
- das ist die gerechte Strafe für seine Tat; حَق ِ کاررا کَف ِ دَستِش گُذاشته است
- einer (exemplarischen) Strafe zugeführt worden sein; چیزی مُثله شُده
strafen;  .نَسَق کَردَن تَنبیه ک
straff; مُحکَم
- straffe Organisation; سازِمان ِ مُنجِم
- straffes Gewebe; بافت ِ مُتَراکِم
straffällig; مُقَصِر، مُجرِم
- er ist straffällig geworden; او مُرتَکِب ِ جُرم شُده
straffrei; مُعاف از کِیفَر
Strafgerichtshof; دادگاه ِ جِنائى
Strafgesetzbuch; آئین ِ کِیفَر
- allgemeines Strafgesetzbuch; آئین ِ کِیفَر هَمِگانى
Strafmass; میزان ِ جَزاء
Strafmilderung; تَخفیف ِ مُجازات
Strafprozessordnung; قانون ِ مُحاکِمه
strafrechtlich;
- strafrechtliche Verfolgung; تَعقیب ِ کِیفَرى
Strafregister; سابِقهٔ کِیفَرى، سوء ِ سابِقه، سوء ِ پیشینه، فِهرِست ِ مُجرِمین
Strafstoss; پِنالتى ِ گُلى ِ حَوالهٔ دَروازه،  پِنالتى
Strafverfahren; دادرِسى ِ کِیفَرى
Strafversetzung; اِنتِقال ِ تأدیبى
Strafvollzug; اِجراى ِ کِیفَر
Strahl; (pl.)  (پَرتو، شُعاع (اَشِعِه
strahlen; دِرَخشیدَن، تَشَعشُع کَردَن، پَرتو اَفکَندَن
strahlend; بَراق، دِرَخشَنده
Strahler; نور اَفکَن
Strahlung; تَشَعشُع، تابِش
- radioaktive Strahlung; تابِش ِ رادیوئى
strahlungsarm;
- strahlungsarmer Bildschirm; مُنیتور با تَشعَشُعات ِ زیان آوَر ِ کَم
Strahlungsdosis; اَندازهٔ تَشَعُشعى
strammstehen; شَق ایستادَن
strampeln; دَست و پا زَدَن
Strand; (pl.)  (کِنار ِ دَریا، لَب ـ، ساحِل (سَواحِل
- am Strand spielen; ماسه بازی کَردَن
Strandhütte; پِلاژ
Strapaze; زَحمَت
strapazieren; زَحمَت داذَن، دَریغ داشتَن
Strasse; خیابان، شوسه
- einer, der auf der Strasse lebt (*: obdachlos); قَلَندَر
- Entlastungsstrasse; چاده بَراى ِ تَسهیل ِ عُبور و مُرور
- Landstrasse; کوره راه، شوسه
- Ringstrasse; چادهٔ کَمَربَندى
- Umgehungsstrasse; خیابان ِ دوره اى
Strassenbahn; ترامواى
Strassenbaustelle; تَعمیرات ِ جاده
Strassengebühr; جَواز، عَوارِض
Strassenkämpfe; مُبارِزات ِ خیابانى
Strassenkehrer; رُفتگَر، سُپور
Strassenmusikant; نَوازَندهٔ دوره گَرد
Strassensperre; سَد ِ خیابانى، مانِع ِ ـ، راه بَند
Straßenunterbau; زیر سازی ِ جاده
Strassenverkehrsamt; اِدارهٔ راهنَمائى و رانَندِگى
Strassenwalze; غَلطَک ِ چاده سازى
Strategie; اِستراتِژى، راهبُرد، نیروبُرد، سوق اُلجِیش
- Offensivstrategie; اِستراتِژى ِ تَهاجُمى
strategisch; از دید ِ اِستراتِژی
- die strategische Lage eines Landes; موقِعيَت ِ سوق اُلجِیشى ِ مَنطَقه
Stratosphäre; اِستراتوسفِر، گُلخانه
sträuben (s. -); سیخ شُدَن، مُقاوِمَت کَردَن
Strauch; بوته
- (trockener) Strauch (z.B. Wüstengewächs); دِرَخت ِ عَرعَر
straucheln;  .پیل پیلى رَفتَن، پا لیز خوردَن، سِکَندَرى خ
Strauss;
- Strauss (Vogel); شُتُر مُرغ
- Blumenstrauss; دَسته گُل
Strebe; شَمع، تیر
streben;
- streben nach; به چیزى پَر و پا اُفتادَن
Strecke; مَسافَت، فاصِله، مَسیر
strecken; کِش آمَدَن، کِشیدَن، طَویل شُدَن
- den Arm strecken; بازو را دِراز کَردَن
- sie strecken s. und ..; بَدَنِشان را کِش و قوسى مى دَهَند و
- streckterlängs daliegen; دِراز به دِراز اُفتاده
- sie ist streckterlängs hingefallen; او قَد تا قَد دِراز کِشیده بود
streckziehen (z.B. Eisen); دِراز کَردَن
Streich; کَلَک، حُقه بازی، حیله
- Streich spielen; تَدَلُل کَردَن، به کِسى حیله زَدَن
streicheln; نَوازِش کَردَن، دَست به سَر و روى ِ کِسى کِشیدَن
- sie streichelte ihn; او را نَوازَش کَرد
streichen;
- streichen, ausstreichen; نام ِ کِسی را حَذف کَردَن، ـ خَط زَدَن
- streichen (mit Farbe); رَنگ زَدَن
- frisch gestrichen; تازه رَنگ زَده
- streichen (mit der Hand); دَستمالى کَردَن
Streichholz; کِبریت
Streichung; حَذف
Streife; کَشیکچى
- Polizeistreife; پُلیس گَشت
streifen; به چیزى زُل زَدَن
- er streift mich mit seinem Auto; با ماشینَش به مَن می خورَد
Streifen (m); خَط
Streifenwagen; ماشین ِ گَشت
streifig; خَطخَطى
Streifzug (durch die Literatur); گُذَرى بَر اَدَبیات
Streik; اِعتِصاب
Streikausbruch; آغاز ِ اِعتِصاب
streiken; اِعتِصاب کَردَن
Streit; مُرافِعِه، دَعوا، اِختِلاف، مُشاجِره، جَر و بَحث، مُناقِشه، مُنازِعه، نِزاع
- Streit verursachen; جَنگولَک بازى دَر آوَردَن
- wir hatten einen Streit; مَن و او حَرفِمان شُد
- der Streit geht hin und her; حَرفهای ِ ایشان به بِگو مَگو کِشید
- suchst du Streit?; کَل کَل می کُنی
streitbar; با پَرخاش، مُناقَشه اَنگیز
streiten;
- wegen etwas streiten; دَر مورِد ِ چیزى قیل و قال کَردَن
- s. mit jem. (heftig) streiten; با کِسى گِلاویز شُدَن، با هَم يِکی به دو کَردَن، به تیپ ِ هَم زَدَن
- es gibt nichts zu streiten; دَعَوا نَدارَد
- ob s. jem. mit ... streitet?; آیا کِسی با ... يِک به دو می کُنَد؟
- streiten, s. auseinandersetzen; حِرص و جوش خوردَن، سَر و کَله زَدَن
Streitender; (pl.)  (مُشاجِر، سِتیزَنده (سِتیزَندِگان
Streitfall; دَعَوا
- einen Streitfall schlichten;  .دَر يِک دَعَوا داوَرى کَردَن، ـ وَساطَت ک
Streitgespräch; مُناظِره، بِگو مَگو، جَر و بَحث، مُشاجِره
streitig;
- jem. etwas streitig machen; حَق ِ کِسی دیگررا سَلب کَردَن
Streitkraft; نیروی ِ نِظامی
- Streitkräfte; (zu Land, Luft & Wasser)  (نیروهاى ( ِ زَمینى، هَوائى و دَریائى
- er mobilisiert seine Streitkräfte gegen ihn; او لَشکَر ِ خودرا بَراى ِ حَمله به او بَسیج مى کُنَد
